names, ratings, addresses, classes, types, grades, student_nums, st_ratios, districts, 
Elkton High School,3/10,110 James Street, Elkton, MD, 21921,Below average,Public district,9-12,1026,14:1,Cecil County Public Schools
Leeds Elementary School,5/10,615 Deaver Road, Elkton, MD, 21921,Average,Public district,PK-5,407,14:1,Cecil County Public Schools
North East Middle School,5/10,200 East Cecil Avenue, North East, MD, 21901,Average,Public district,6-8,732,14:1,Cecil County Public Schools
North East High School,4/10,300 Irishtown Road, North East, MD, 21901,Below average,Public district,9-12,1065,13:1,Cecil County Public Schools
Perryville Middle School,5/10,850 Aiken Avenue, Perryville, MD, 21903,Average,Public district,6-8,556,13:1,Cecil County Public Schools
Rising Sun Elementary School,5/10,500 Hopewell Road, Rising Sun, MD, 21911,Average,Public district,PK-5,755,16:1,Cecil County Public Schools
Kenmore Elementary School,5/10,2475 Singerly Road, Elkton, MD, 21921,Average,Public district,PK-5,339,14:1,Cecil County Public Schools
Rising Sun High School,7/10,100 Tiger Drive, North East, MD, 21901,Above average,Public district,9-12,1171,15:1,Cecil County Public Schools
Westlake High School,5/10,3300 Middletown Road, Waldorf, MD, 20603,Average,Public district,9-12,1116,15:1,Charles County Public Schools
Arthur Middleton Elementary School,5/10,1109 Copley Avenue, Waldorf, MD, 20602,Average,Public district,PK-5,440,14:1,Charles County Public Schools
Benjamin Stoddert Middle School,4/10,2040 Saint Thomas Drive, Waldorf, MD, 20602,Below average,Public district,6-8,695,14:1,Charles County Public Schools
Dr. Gustavus Brown Elementary School,6/10,421 University Drive, Waldorf, MD, 20602,Average,Public district,PK-5,441,13:1,Charles County Public Schools
Gale-Bailey Elementary School,6/10,4740 Pisgah Marbury Road, Marbury, MD, 20658,Average,Public district,PK-5,400,15:1,Charles County Public Schools
General Smallwood Middle School,4/10,4990 Indian Head Highway, Indian Head, MD, 20640,Below average,Public district,6-8,555,13:1,Charles County Public Schools
J. P. Ryon Elementary School,4/10,12140 Vivian Adams Drive, Waldorf, MD, 20601,Below average,Public district,PK-5,682,14:1,Charles County Public Schools
Henry E. Lackey High School,5/10,3000 Chicamuxen Road, Indian Head, MD, 20640,Average,Public district,9-12,992,14:1,Charles County Public Schools
Matthew Henson Middle School,7/10,3535 Livingston Road, Indian Head, MD, 20640,Above average,Public district,6-8,704,15:1,Charles County Public Schools
T. C. Martin Elementary School,7/10,6315 Olivers Shop Road, Bryantown, MD, 20617,Above average,Public district,PK-5,545,16:1,Charles County Public Schools
Walter J. Mitchell Elementary School,6/10,400 Willow Lane South, La Plata, MD, 20646,Average,Public district,PK-5,674,18:1,Charles County Public Schools
Mattawoman Middle School,5/10,10145 Berry Road, Waldorf, MD, 20603,Average,Public district,6-8,905,15:1,Charles County Public Schools
William B. Wade Elementary School,6/10,2300 Smallwood Drive West, Waldorf, MD, 20603,Average,Public district,PK-5,704,14:1,Charles County Public Schools
North Dorchester Middle School,5/10,5745 Cloverdale Road, Hurlock, MD, 21643,Average,Public district,6-8,412,17:1,Dorchester County Public Schools
Vienna Elementary School,4/10,4905 Ocean Gateway, Vienna, MD, 21869,Below average,Public district,PK-5,197,12:1,Dorchester County Public Schools
Choptank Elementary School,4/10,1103 Maces Lane, Cambridge, MD, 21613,Below average,Public district,PK-5,378,17:1,Dorchester County Public Schools
Frederick High School,5/10,650 Carroll Parkway, Frederick, MD, 21701,Average,Public district,9-12,1224,16:1,Frederick County Public Schools
Gov. Thomas Johnson High School,6/10,1501 North Market Street, Frederick, MD, 21701,Average,Public district,9-12,1483,20:1,Frederick County Public Schools
Walkersville Elementary School,6/10,83 West Frederick Street, Walkersville, MD, 21793,Average,Public district,K-5,686,17:1,Frederick County Public Schools
West Frederick Middle School,6/10,515 West Patrick Street, Frederick, MD, 21701,Average,Public district,6-8,860,14:1,Frederick County Public Schools
Whittier Elementary School,7/10,2400 Whittier Drive, Frederick, MD, 21702,Above average,Public district,PK-5,747,18:1,Frederick County Public Schools
Monocacy Middle School,6/10,8009 Opossumtown Pike, Frederick, MD, 21702,Average,Public district,6-8,765,15:1,Frederick County Public Schools
New Midway/Woodsboro Elementary School,6/10,12226 Woodsboro Pike, Keymar, MD, 21757,Average,Public district,PK-5,335,17:1,Frederick County Public Schools
Broad Ford Elementary School,5/10,607 Harvey Winters Drive, Oakland, MD, 21550,Average,Public district,PK-5,575,16:1,Garrett County Public Schools
Friendsville Elementary School,4/10,841 1st Avenue, Friendsville, MD, 21531,Below average,Public district,PK-5,154,16:1,Garrett County Public Schools
Yough Glades Elementary School,5/10,70 Wolf Acres Drive, Oakland, MD, 21550,Average,Public district,PK-5,352,12:1,Garrett County Public Schools
Aberdeen High School,4/10,251 Paradise Road, Aberdeen, MD, 21001,Below average,Public district,9-12,1453,16:1,Harford County Public Schools
Deerfield Elementary School,5/10,2307 Willoughby Beach Road, Edgewood, MD, 21040,Average,Public district,PK-5,797,18:1,Harford County Public Schools
Edgewood Middle School,5/10,2311 Willoughby Beach Road, Edgewood, MD, 21040,Average,Public district,6-8,1062,14:1,Harford County Public Schools
Edgewood High School,4/10,2415 Willoughby Beach Road, Edgewood, MD, 21040,Below average,Public district,9-12,1310,15:1,Harford County Public Schools
Joppatowne High School,4/10,555 Joppa Farm Road, Joppa, MD, 21085,Below average,Public district,9-12,666,13:1,Harford County Public Schools
Magnolia Elementary School,4/10,901 Trimble Road, Joppa, MD, 21085,Below average,Public district,PK-5,500,12:1,Harford County Public Schools
Roye-Williams Elementary School,5/10,201 Oakington Road, Havre de Grace, MD, 21078,Average,Public district,PK-5,549,16:1,Harford County Public Schools
Atholton High School,7/10,6520 Freetown Road, Columbia, MD, 21044,Above average,Public district,9-12,1437,15:1,Howard County Public Schools
Glenwood Middle School,7/10,2680 Maryland 97, Glenwood, MD, 21738,Above average,Public district,6-8,561,13:1,Howard County Public Schools
Hammond High School,7/10,8800 Guilford Road, Columbia, MD, 21046,Above average,Public district,9-12,1261,12:1,Howard County Public Schools
Patapsco Middle School,7/10,8885 Old Frederick Road, Ellicott City, MD, 21043,Above average,Public district,6-8,700,13:1,Howard County Public Schools
Stevens Forest Elementary School,5/10,6045 Stevens Forest Road, Columbia, MD, 21045,Average,Public district,PK-5,453,9:1,Howard County Public Schools
Talbott Springs Elementary School,5/10,9550 Basket Ring Road, Columbia, MD, 21045,Average,Public district,PK-5,478,10:1,Howard County Public Schools
Thunder Hill Elementary School,7/10,9357 Mellenbrook Road, Columbia, MD, 21045,Above average,Public district,K-5,559,12:1,Howard County Public Schools
Wilde Lake High School,5/10,5460 Trumpeter Road, Columbia, MD, 21044,Average,Public district,9-12,1236,12:1,Howard County Public Schools
Murray Hill Middle School,6/10,9989 Winter Sun Road, Laurel, MD, 20723,Average,Public district,6-8,604,14:1,Howard County Public Schools
Clemens Crossing Elementary School,8/10,10320 Quarterstaff Road, Columbia, MD, 21044,Above average,Public district,K-5,502,13:1,Howard County Public Schools
Bollman Bridge Elementary School,5/10,8200 Savage Guilford Road, Jessup, MD, 20794,Average,Public district,PK-5,757,11:1,Howard County Public Schools
Patuxent Valley Middle School,5/10,9151 Vollmerhausen Road, Jessup, MD, 20794,Average,Public district,6-8,628,12:1,Howard County Public Schools
Mayfield Woods Middle School,6/10,7950 Red Barn Way, Elkridge, MD, 21075,Average,Public district,6-8,668,15:1,Howard County Public Schools
Kent County Middle School,5/10,402 East Campus Avenue, Chestertown, MD, 21620,Average,Public district,6-8,447,12:1,Kent County Public Schools
Kent County High School,5/10,25301 Lambs Meadow Rd, Worton, MD, 21678,Average,Public district,9-12,594,13:1,Kent County Public Schools
Lois P. Rockwell Elementary School,7/10,24555 Cutsail Drive, Damascus, MD, 20872,Above average,Public district,PK-5,459,12:1,Montgomery County Public Schools
Argyle Middle School,5/10,2400 Bel Pre Road, Aspen Hill, MD, 20906,Average,Public district,6-8,912,13:1,Montgomery County Public Schools
Forest Oak Middle School,5/10,651 Saybrooke Oaks Boulevard, Gaithersburg, MD, 20877,Average,Public district,6-8,804,13:1,Montgomery County Public Schools
Broad Acres Elementary School,5/10,710 Beacon Road, Silver Spring, MD, 20903,Average,Public district,PK-5,825,11:1,Montgomery County Public Schools
Brookhaven Elementary School,4/10,4610 Renn Street, Rockville, MD, 20853,Below average,Public district,PK-5,445,10:1,Montgomery County Public Schools
Cannon Road Elementary School,5/10,901 Cannon Road, Silver Spring, MD, 20904,Average,Public district,PK-5,445,11:1,Montgomery County Public Schools
Col. E. Brooke Lee Middle School,5/10,11800 Monticello Avenue, Silver Spring, MD, 20902,Average,Public district,6-8,691,12:1,Montgomery County Public Schools
Fields Road Elementary School,7/10,1 School Drive, Gaithersburg, MD, 20878,Above average,Public district,PK-5,464,12:1,Montgomery County Public Schools
Forest Knolls Elementary School,6/10,10830 Eastwood Avenue, Silver Spring, MD, 20901,Average,Public district,PK-5,769,12:1,Montgomery County Public Schools
Gaithersburg Middle School,4/10,2 Teachers Way, Gaithersburg, MD, 20877,Below average,Public district,6-8,752,12:1,Montgomery County Public Schools
Galway Elementary School,5/10,12612 Galway Drive, Silver Spring, MD, 20904,Average,Public district,PK-5,807,13:1,Montgomery County Public Schools
Germantown Elementary School,6/10,19110 Liberty Mill Road, Germantown, MD, 20874,Average,Public district,PK-5,318,11:1,Montgomery County Public Schools
Jackson Road Elementary School,4/10,900 Jackson Road, Silver Spring, MD, 20904,Below average,Public district,PK-5,691,12:1,Montgomery County Public Schools
Kemp Mill Elementary School,4/10,411 Sisson Street, Silver Spring, MD, 20902,Below average,Public district,PK-5,530,10:1,Montgomery County Public Schools
Laytonsville Elementary School,7/10,21401 Laytonsville Road, Gaithersburg, MD, 20882,Above average,Public district,K-5,412,14:1,Montgomery County Public Schools
Lucy V. Barnsley Elementary School,8/10,14516 Nadine Drive, Rockville, MD, 20853,Above average,Public district,PK-5,710,14:1,Montgomery County Public Schools
Mill Creek Towne Elementary School,5/10,17700 Park Mill Drive, Derwood, MD, 20855,Average,Public district,PK-5,378,11:1,Montgomery County Public Schools
Oakland Terrace Elementary School,6/10,2720 Plyers Mill Road, Silver Spring, MD, 20902,Average,Public district,PK-5,480,12:1,Montgomery County Public Schools
Redland Middle School,5/10,6505 Muncaster Mill Road, Derwood, MD, 20855,Average,Public district,6-8,550,12:1,Montgomery County Public Schools
Richard Montgomery High School,6/10,250 Richard Montgomery Drive, Rockville, MD, 20852,Average,Public district,9-12,2244,17:1,Montgomery County Public Schools
Ridgeview Middle School,7/10,16600 Raven Rock Drive, Gaithersburg, MD, 20878,Above average,Public district,6-8,746,14:1,Montgomery County Public Schools
Rosemont Elementary School,5/10,16400 Alden Avenue, Gaithersburg, MD, 20877,Average,Public district,PK-5,588,10:1,Montgomery County Public Schools
Sherwood High School,6/10,300 Olney Sandy Spring Road, Ashton-Sandy Spring, MD, 20860,Average,Public district,9-12,1890,17:1,Montgomery County Public Schools
Somerset Elementary School,8/10,5811 Warwick Place, Chevy Chase, MD, 20815,Above average,Public district,K-5,570,15:1,Montgomery County Public Schools
Strathmore Elementary School,5/10,3200 Beaverwood Lane, Silver Spring, MD, 20906,Average,Public district,3-5,473,14:1,Montgomery County Public Schools
Summit Hall Elementary School,4/10,101 West Deer Park Road, Gaithersburg, MD, 20877,Below average,Public district,PK-5,675,11:1,Montgomery County Public Schools
Washington Grove Elementary School,5/10,8712 Oakmont Street, Gaithersburg, MD, 20877,Average,Public district,PK-5,444,9:1,Montgomery County Public Schools
Weller Road Elementary School,5/10,3301 Weller Road, Silver Spring, MD, 20906,Average,Public district,PK-5,710,12:1,Montgomery County Public Schools
Westland Middle School,8/10,5511 Massachusetts Avenue, Bethesda, MD, 20816,Above average,Public district,6-8,1260,15:1,Montgomery County Public Schools
White Oak Middle School,5/10,12201 New Hampshire Avenue, Silver Spring, MD, 20904,Average,Public district,6-8,760,12:1,Montgomery County Public Schools
William Tyler Page Elementary School,6/10,13400 Tamarack Road, Silver Spring, MD, 20904,Average,Public district,PK-5,421,13:1,Montgomery County Public Schools
William H. Farquhar Middle School,8/10,17017 Batchellors Forest Road, Olney, MD, 20832,Above average,Public district,6-8,595,14:1,Montgomery County Public Schools
Northwest High School,7/10,13501 Richter Farm Road, Germantown, MD, 20874,Above average,Public district,9-12,2255,16:1,Montgomery County Public Schools
James Hubert Blake High School,5/10,300 Norwood Road, Silver Spring, MD, 20905,Average,Public district,9-12,1579,16:1,Montgomery County Public Schools
Martin Luther King Jr. Middle School,5/10,13737 Wisteria Drive, Germantown, MD, 20874,Average,Public district,6-8,623,13:1,Montgomery County Public Schools
Lake Seneca Elementary School,5/10,13600 Wanegarden Drive, Germantown, MD, 20874,Average,Public district,PK-5,503,11:1,Montgomery County Public Schools
Damascus High School,7/10,25921 Ridge Road, Damascus, MD, 20872,Above average,Public district,9-12,1209,15:1,Montgomery County Public Schools
Eastern Middle School,7/10,300 University Boulevard East, Silver Spring, MD, 20901,Above average,Public district,6-8,905,13:1,Montgomery County Public Schools
Sligo Middle School,5/10,1401 Dennis Avenue, Silver Spring, MD, 20902,Average,Public district,6-8,625,10:1,Montgomery County Public Schools
Waters Landing Elementary School,5/10,13100 Waters Landing Drive, Germantown, MD, 20874,Average,Public district,PK-5,706,12:1,Montgomery County Public Schools
Clearspring Elementary School,7/10,9930 Moyer Road, Damascus, MD, 20872,Above average,Public district,PK-5,624,14:1,Montgomery County Public Schools
Cloverly Elementary School,6/10,800 Briggs Chaney Road, Silver Spring, MD, 20905,Average,Public district,PK-5,466,12:1,Montgomery County Public Schools
Brooke Grove Elementary School,8/10,2700 Spartan Road, Olney, MD, 20832,Above average,Public district,PK-5,387,13:1,Montgomery County Public Schools
Burnt Mills Elementary School,5/10,11211 Childs Street, Silver Spring, MD, 20901,Average,Public district,PK-5,531,13:1,Montgomery County Public Schools
Francis Scott Key Middle School,4/10,910 Schindler Drive, Silver Spring, MD, 20903,Below average,Public district,6-8,979,14:1,Montgomery County Public Schools
